#idim1(1) idim2(2) catim1(3) catim2(4) crap(5) crap(6) labpair[0,1](7) islearn[0,1](8)
58 141 3 3 0 0 1 0 
58 143 3 3 0 0 1 0 
58 145 3 3 0 0 1 0 
62 64 3 3 0 0 1 0 
62 66 3 3 0 0 1 0 
62 68 3 3 0 0 1 0 
62 70 3 3 0 0 1 0 
62 72 3 3 0 0 1 0 
62 74 3 3 0 0 1 0 
62 76 3 3 0 0 1 0 
62 78 3 3 0 0 1 0 
62 130 3 3 0 0 1 0 
62 132 3 3 0 0 1 0 
62 134 3 3 0 0 1 0 
62 135 3 3 0 0 1 0 
62 137 3 3 0 0 1 0 
62 139 3 3 0 0 1 0 
62 141 3 3 0 0 1 0 
62 143 3 3 0 0 1 0 
62 145 3 3 0 0 1 0 
64 66 3 3 0 0 1 0 
64 68 3 3 0 0 1 0 
64 70 3 3 0 0 1 0 
64 72 3 3 0 0 1 0 
64 74 3 3 0 0 1 0 
64 76 3 3 0 0 1 0 
64 78 3 3 0 0 1 0 
64 130 3 3 0 0 1 0 
64 132 3 3 0 0 1 0 
64 134 3 3 0 0 1 0 
64 135 3 3 0 0 1 0 
64 137 3 3 0 0 1 0 
64 139 3 3 0 0 1 0 
64 141 3 3 0 0 1 0 
64 143 3 3 0 0 1 0 
64 145 3 3 0 0 1 0 
66 68 3 3 0 0 1 0 
66 70 3 3 0 0 1 0 
66 72 3 3 0 0 1 0 
66 74 3 3 0 0 1 0 
66 76 3 3 0 0 1 0 
66 78 3 3 0 0 1 0 
66 130 3 3 0 0 1 0 
66 132 3 3 0 0 1 0 
66 134 3 3 0 0 1 0 
66 135 3 3 0 0 1 0 
66 137 3 3 0 0 1 0 
66 139 3 3 0 0 1 0 
66 141 3 3 0 0 1 0 
66 143 3 3 0 0 1 0 
66 145 3 3 0 0 1 0 
68 70 3 3 0 0 1 0 
68 72 3 3 0 0 1 0 
68 74 3 3 0 0 1 0 
68 76 3 3 0 0 1 0 
68 78 3 3 0 0 1 0 
68 130 3 3 0 0 1 0 
68 132 3 3 0 0 1 0 
68 134 3 3 0 0 1 0 
68 135 3 3 0 0 1 0 
68 137 3 3 0 0 1 0 
68 139 3 3 0 0 1 0 
68 141 3 3 0 0 1 0 
68 143 3 3 0 0 1 0 
68 145 3 3 0 0 1 0 
70 72 3 3 0 0 1 0 
70 74 3 3 0 0 1 0 
70 76 3 3 0 0 1 0 
70 78 3 3 0 0 1 0 
70 130 3 3 0 0 1 0 
70 132 3 3 0 0 1 0 
70 134 3 3 0 0 1 0 
70 135 3 3 0 0 1 0 
70 137 3 3 0 0 1 0 
70 139 3 3 0 0 1 0 
70 141 3 3 0 0 1 0 
70 143 3 3 0 0 1 0 
70 145 3 3 0 0 1 0 
72 74 3 3 0 0 1 0 
72 76 3 3 0 0 1 0 
72 78 3 3 0 0 1 0 
72 130 3 3 0 0 1 0 
72 132 3 3 0 0 1 0 
72 134 3 3 0 0 1 0 
72 135 3 3 0 0 1 0 
72 137 3 3 0 0 1 0 
72 139 3 3 0 0 1 0 
72 141 3 3 0 0 1 0 
72 143 3 3 0 0 1 0 
72 145 3 3 0 0 1 0 
74 76 3 3 0 0 1 0 
74 78 3 3 0 0 1 0 
74 130 3 3 0 0 1 0 
74 132 3 3 0 0 1 0 
74 134 3 3 0 0 1 0 
74 135 3 3 0 0 1 0 
74 137 3 3 0 0 1 0 
74 139 3 3 0 0 1 0 
74 141 3 3 0 0 1 0 
74 143 3 3 0 0 1 0 
74 145 3 3 0 0 1 0 
76 78 3 3 0 0 1 0 
76 130 3 3 0 0 1 0 
76 132 3 3 0 0 1 0 
76 134 3 3 0 0 1 0 
76 135 3 3 0 0 1 0 
76 137 3 3 0 0 1 0 
76 139 3 3 0 0 1 0 
76 141 3 3 0 0 1 0 
76 143 3 3 0 0 1 0 
76 145 3 3 0 0 1 0 
78 130 3 3 0 0 1 0 
78 132 3 3 0 0 1 0 
78 134 3 3 0 0 1 0 
78 135 3 3 0 0 1 0 
78 137 3 3 0 0 1 0 
78 139 3 3 0 0 1 0 
78 141 3 3 0 0 1 0 
78 143 3 3 0 0 1 0 
78 145 3 3 0 0 1 0 
130 132 3 3 0 0 1 0 
130 134 3 3 0 0 1 0 
130 135 3 3 0 0 1 0 
130 137 3 3 0 0 1 0 
130 139 3 3 0 0 1 0 
130 141 3 3 0 0 1 0 
130 143 3 3 0 0 1 0 
130 145 3 3 0 0 1 0 
132 134 3 3 0 0 1 0 
132 135 3 3 0 0 1 0 
132 137 3 3 0 0 1 0 
132 139 3 3 0 0 1 0 
132 141 3 3 0 0 1 0 
132 143 3 3 0 0 1 0 
132 145 3 3 0 0 1 0 
134 135 3 3 0 0 1 0 
134 137 3 3 0 0 1 0 
134 139 3 3 0 0 1 0 
134 141 3 3 0 0 1 0 
134 143 3 3 0 0 1 0 
134 145 3 3 0 0 1 0 
135 137 3 3 0 0 1 0 
135 139 3 3 0 0 1 0 
135 141 3 3 0 0 1 0 
135 143 3 3 0 0 1 0 
135 145 3 3 0 0 1 0 
137 139 3 3 0 0 1 0 
137 141 3 3 0 0 1 0 
137 143 3 3 0 0 1 0 
137 145 3 3 0 0 1 0 
139 141 3 3 0 0 1 0 
139 143 3 3 0 0 1 0 
139 145 3 3 0 0 1 0 
141 143 3 3 0 0 1 0 
141 145 3 3 0 0 1 0 
143 145 3 3 0 0 1 0 
0 1 4 4 0 0 1 1 
0 2 4 4 0 0 1 1 
0 3 4 4 0 0 1 1 
0 4 4 4 0 0 1 1 
0 5 4 4 0 0 1 1 
0 6 4 4 0 0 1 1 
0 7 4 4 0 0 1 1 
0 8 4 4 0 0 1 1 
0 9 4 4 0 0 1 1 
0 10 4 4 0 0 1 1 
0 11 4 4 0 0 1 1 
0 12 4 4 0 0 1 1 
0 239 4 4 0 0 1 1 
0 241 4 4 0 0 1 1 
0 243 4 4 0 0 1 1 
0 245 4 4 0 0 1 1 
0 247 4 4 0 0 1 1 
0 249 4 4 0 0 1 1 
0 251 4 4 0 0 1 1 
0 253 4 4 0 0 1 1 
0 255 4 4 0 0 1 1 
1 2 4 4 0 0 1 1 
1 3 4 4 0 0 1 1 
1 4 4 4 0 0 1 1 
1 5 4 4 0 0 1 1 
1 6 4 4 0 0 1 1 
1 7 4 4 0 0 1 1 
1 8 4 4 0 0 1 1 
1 9 4 4 0 0 1 1 
1 10 4 4 0 0 1 1 
1 11 4 4 0 0 1 1 
1 12 4 4 0 0 1 1 
1 239 4 4 0 0 1 1 
1 241 4 4 0 0 1 1 
1 243 4 4 0 0 1 1 
1 245 4 4 0 0 1 1 
1 247 4 4 0 0 1 1 
1 249 4 4 0 0 1 1 
1 251 4 4 0 0 1 1 
1 253 4 4 0 0 1 1 
1 255 4 4 0 0 1 1 
2 3 4 4 0 0 1 1 
2 4 4 4 0 0 1 1 
2 5 4 4 0 0 1 1 
2 6 4 4 0 0 1 1 
2 7 4 4 0 0 1 1 
2 8 4 4 0 0 1 1 
2 9 4 4 0 0 1 1 
2 10 4 4 0 0 1 1 
2 11 4 4 0 0 1 1 
2 12 4 4 0 0 1 1 
2 239 4 4 0 0 1 1 
2 241 4 4 0 0 1 1 
2 243 4 4 0 0 1 1 
2 245 4 4 0 0 1 1 
2 247 4 4 0 0 1 1 
2 249 4 4 0 0 1 1 
2 251 4 4 0 0 1 1 
2 253 4 4 0 0 1 1 
2 255 4 4 0 0 1 1 
3 4 4 4 0 0 1 1 
3 5 4 4 0 0 1 1 
3 6 4 4 0 0 1 1 
3 7 4 4 0 0 1 1 
3 8 4 4 0 0 1 1 
3 9 4 4 0 0 1 1 
3 10 4 4 0 0 1 1 
3 11 4 4 0 0 1 1 
3 12 4 4 0 0 1 1 
3 239 4 4 0 0 1 1 
3 241 4 4 0 0 1 1 
3 243 4 4 0 0 1 1 
3 245 4 4 0 0 1 1 
3 247 4 4 0 0 1 1 
3 249 4 4 0 0 1 1 
3 251 4 4 0 0 1 1 
3 253 4 4 0 0 1 1 
3 255 4 4 0 0 1 1 
4 5 4 4 0 0 1 1 
4 6 4 4 0 0 1 1 
4 7 4 4 0 0 1 1 
4 8 4 4 0 0 1 1 
4 9 4 4 0 0 1 1 
4 10 4 4 0 0 1 1 
4 11 4 4 0 0 1 1 
4 12 4 4 0 0 1 1 
4 239 4 4 0 0 1 1 
4 241 4 4 0 0 1 1 
4 243 4 4 0 0 1 1 
4 245 4 4 0 0 1 1 
4 247 4 4 0 0 1 1 
4 249 4 4 0 0 1 1 
4 251 4 4 0 0 1 1 
4 253 4 4 0 0 1 1 
4 255 4 4 0 0 1 1 
5 6 4 4 0 0 1 1 
5 7 4 4 0 0 1 1 
5 8 4 4 0 0 1 1 
5 9 4 4 0 0 1 1 
5 10 4 4 0 0 1 1 
5 11 4 4 0 0 1 1 
5 12 4 4 0 0 1 1 
5 239 4 4 0 0 1 1 
5 241 4 4 0 0 1 1 
5 243 4 4 0 0 1 1 
5 245 4 4 0 0 1 1 
5 247 4 4 0 0 1 1 
5 249 4 4 0 0 1 1 
5 251 4 4 0 0 1 1 
5 253 4 4 0 0 1 1 
5 255 4 4 0 0 1 1 
6 7 4 4 0 0 1 1 
6 8 4 4 0 0 1 1 
6 9 4 4 0 0 1 1 
6 10 4 4 0 0 1 1 
6 11 4 4 0 0 1 1 
6 12 4 4 0 0 1 1 
6 239 4 4 0 0 1 1 
6 241 4 4 0 0 1 1 
6 243 4 4 0 0 1 1 
6 245 4 4 0 0 1 1 
6 247 4 4 0 0 1 1 
6 249 4 4 0 0 1 1 
6 251 4 4 0 0 1 1 
6 253 4 4 0 0 1 1 
6 255 4 4 0 0 1 1 
7 8 4 4 0 0 1 1 
7 9 4 4 0 0 1 1 
7 10 4 4 0 0 1 1 
7 11 4 4 0 0 1 1 
7 12 4 4 0 0 1 1 
7 239 4 4 0 0 1 1 
7 241 4 4 0 0 1 1 
7 243 4 4 0 0 1 1 
7 245 4 4 0 0 1 1 
7 247 4 4 0 0 1 1 
7 249 4 4 0 0 1 1 
7 251 4 4 0 0 1 1 
7 253 4 4 0 0 1 1 
7 255 4 4 0 0 1 1 
8 9 4 4 0 0 1 1 
8 10 4 4 0 0 1 1 
8 11 4 4 0 0 1 1 
8 12 4 4 0 0 1 1 
8 239 4 4 0 0 1 1 
8 241 4 4 0 0 1 1 
8 243 4 4 0 0 1 1 
8 245 4 4 0 0 1 1 
8 247 4 4 0 0 1 1 
8 249 4 4 0 0 1 1 
8 251 4 4 0 0 1 1 
8 253 4 4 0 0 1 1 
8 255 4 4 0 0 1 1 
9 10 4 4 0 0 1 1 
9 11 4 4 0 0 1 1 
9 12 4 4 0 0 1 1 
9 239 4 4 0 0 1 1 
9 241 4 4 0 0 1 1 
9 243 4 4 0 0 1 1 
9 245 4 4 0 0 1 1 
9 247 4 4 0 0 1 1 
9 249 4 4 0 0 1 1 
9 251 4 4 0 0 1 1 
9 253 4 4 0 0 1 1 
9 255 4 4 0 0 1 1 
10 11 4 4 0 0 1 1 
10 12 4 4 0 0 1 1 
10 239 4 4 0 0 1 1 
10 241 4 4 0 0 1 1 
10 243 4 4 0 0 1 1 
10 245 4 4 0 0 1 1 
10 247 4 4 0 0 1 1 
10 249 4 4 0 0 1 1 
10 251 4 4 0 0 1 1 
10 253 4 4 0 0 1 1 
10 255 4 4 0 0 1 1 
11 12 4 4 0 0 1 1 
11 239 4 4 0 0 1 1 
11 241 4 4 0 0 1 1 
11 243 4 4 0 0 1 1 
11 245 4 4 0 0 1 1 
11 247 4 4 0 0 1 1 
11 249 4 4 0 0 1 1 
11 251 4 4 0 0 1 1 
11 253 4 4 0 0 1 1 
11 255 4 4 0 0 1 1 
12 239 4 4 0 0 1 1 
12 241 4 4 0 0 1 1 
12 243 4 4 0 0 1 1 
12 245 4 4 0 0 1 1 
12 247 4 4 0 0 1 1 
12 249 4 4 0 0 1 1 
12 251 4 4 0 0 1 1 
12 253 4 4 0 0 1 1 
12 255 4 4 0 0 1 1 
239 241 4 4 0 0 1 1 
239 243 4 4 0 0 1 1 
239 245 4 4 0 0 1 1 
239 247 4 4 0 0 1 1 
239 249 4 4 0 0 1 1 
239 251 4 4 0 0 1 1 
239 253 4 4 0 0 1 1 
239 255 4 4 0 0 1 1 
241 243 4 4 0 0 1 1 
241 245 4 4 0 0 1 1 
241 247 4 4 0 0 1 1 
241 249 4 4 0 0 1 1 
241 251 4 4 0 0 1 1 
241 253 4 4 0 0 1 1 
241 255 4 4 0 0 1 1 
243 245 4 4 0 0 1 1 
243 247 4 4 0 0 1 1 
243 249 4 4 0 0 1 1 
243 251 4 4 0 0 1 1 
243 253 4 4 0 0 1 1 
243 255 4 4 0 0 1 1 
245 247 4 4 0 0 1 1 
245 249 4 4 0 0 1 1 
245 251 4 4 0 0 1 1 
245 253 4 4 0 0 1 1 
245 255 4 4 0 0 1 1 
247 249 4 4 0 0 1 1 
247 251 4 4 0 0 1 1 
247 253 4 4 0 0 1 1 
247 255 4 4 0 0 1 1 
249 251 4 4 0 0 1 1 
249 253 4 4 0 0 1 1 
249 255 4 4 0 0 1 1 
251 253 4 4 0 0 1 1 
251 255 4 4 0 0 1 1 
253 255 4 4 0 0 1 1 
100 102 5 5 0 0 1 0 
100 104 5 5 0 0 1 0 
100 106 5 5 0 0 1 0 
100 108 5 5 0 0 1 0 
100 110 5 5 0 0 1 0 
100 112 5 5 0 0 1 0 
100 114 5 5 0 0 1 0 
100 116 5 5 0 0 1 0 
100 118 5 5 0 0 1 0 
100 129 5 5 0 0 1 0 
100 131 5 5 0 0 1 0 
100 133 5 5 0 0 1 0 
100 136 5 5 0 0 1 0 
100 138 5 5 0 0 1 0 
100 140 5 5 0 0 1 0 
100 142 5 5 0 0 1 0 
100 144 5 5 0 0 1 0 
100 146 5 5 0 0 1 0 
102 104 5 5 0 0 1 0 
102 106 5 5 0 0 1 0 
102 108 5 5 0 0 1 0 
102 110 5 5 0 0 1 0 
102 112 5 5 0 0 1 0 
102 114 5 5 0 0 1 0 
102 116 5 5 0 0 1 0 
102 118 5 5 0 0 1 0 
102 129 5 5 0 0 1 0 
102 131 5 5 0 0 1 0 
102 133 5 5 0 0 1 0 
102 136 5 5 0 0 1 0 
102 138 5 5 0 0 1 0 
102 140 5 5 0 0 1 0 
102 142 5 5 0 0 1 0 
102 144 5 5 0 0 1 0 
102 146 5 5 0 0 1 0 
104 106 5 5 0 0 1 0 
104 108 5 5 0 0 1 0 
104 110 5 5 0 0 1 0 
104 112 5 5 0 0 1 0 
104 114 5 5 0 0 1 0 
104 116 5 5 0 0 1 0 
104 118 5 5 0 0 1 0 
104 129 5 5 0 0 1 0 
104 131 5 5 0 0 1 0 
104 133 5 5 0 0 1 0 
104 136 5 5 0 0 1 0 
104 138 5 5 0 0 1 0 
104 140 5 5 0 0 1 0 
104 142 5 5 0 0 1 0 
104 144 5 5 0 0 1 0 
104 146 5 5 0 0 1 0 
106 108 5 5 0 0 1 0 
106 110 5 5 0 0 1 0 
106 112 5 5 0 0 1 0 
106 114 5 5 0 0 1 0 
106 116 5 5 0 0 1 0 
106 118 5 5 0 0 1 0 
106 129 5 5 0 0 1 0 
106 131 5 5 0 0 1 0 
106 133 5 5 0 0 1 0 
106 136 5 5 0 0 1 0 
106 138 5 5 0 0 1 0 
106 140 5 5 0 0 1 0 
106 142 5 5 0 0 1 0 
106 144 5 5 0 0 1 0 
106 146 5 5 0 0 1 0 
108 110 5 5 0 0 1 0 
108 112 5 5 0 0 1 0 
108 114 5 5 0 0 1 0 
108 116 5 5 0 0 1 0 
108 118 5 5 0 0 1 0 
108 129 5 5 0 0 1 0 
108 131 5 5 0 0 1 0 
108 133 5 5 0 0 1 0 
108 136 5 5 0 0 1 0 
108 138 5 5 0 0 1 0 
108 140 5 5 0 0 1 0 
108 142 5 5 0 0 1 0 
108 144 5 5 0 0 1 0 
108 146 5 5 0 0 1 0 
110 112 5 5 0 0 1 0 
110 114 5 5 0 0 1 0 
110 116 5 5 0 0 1 0 
110 118 5 5 0 0 1 0 
110 129 5 5 0 0 1 0 
110 131 5 5 0 0 1 0 
110 133 5 5 0 0 1 0 
110 136 5 5 0 0 1 0 
110 138 5 5 0 0 1 0 
110 140 5 5 0 0 1 0 
110 142 5 5 0 0 1 0 
110 144 5 5 0 0 1 0 
110 146 5 5 0 0 1 0 
112 114 5 5 0 0 1 0 
112 116 5 5 0 0 1 0 
112 118 5 5 0 0 1 0 
112 129 5 5 0 0 1 0 
112 131 5 5 0 0 1 0 
112 133 5 5 0 0 1 0 
112 136 5 5 0 0 1 0 
112 138 5 5 0 0 1 0 
112 140 5 5 0 0 1 0 
112 142 5 5 0 0 1 0 
112 144 5 5 0 0 1 0 
112 146 5 5 0 0 1 0 
114 116 5 5 0 0 1 0 
114 118 5 5 0 0 1 0 
114 129 5 5 0 0 1 0 
114 131 5 5 0 0 1 0 
114 133 5 5 0 0 1 0 
114 136 5 5 0 0 1 0 
114 138 5 5 0 0 1 0 
114 140 5 5 0 0 1 0 
114 142 5 5 0 0 1 0 
114 144 5 5 0 0 1 0 
114 146 5 5 0 0 1 0 
116 118 5 5 0 0 1 0 
116 129 5 5 0 0 1 0 
116 131 5 5 0 0 1 0 
116 133 5 5 0 0 1 0 
116 136 5 5 0 0 1 0 
116 138 5 5 0 0 1 0 
116 140 5 5 0 0 1 0 
116 142 5 5 0 0 1 0 
116 144 5 5 0 0 1 0 
116 146 5 5 0 0 1 0 
118 129 5 5 0 0 1 0 
118 131 5 5 0 0 1 0 
118 133 5 5 0 0 1 0 
118 136 5 5 0 0 1 0 
118 138 5 5 0 0 1 0 
118 140 5 5 0 0 1 0 
118 142 5 5 0 0 1 0 
118 144 5 5 0 0 1 0 
118 146 5 5 0 0 1 0 
129 131 5 5 0 0 1 0 
129 133 5 5 0 0 1 0 
129 136 5 5 0 0 1 0 
129 138 5 5 0 0 1 0 
129 140 5 5 0 0 1 0 
129 142 5 5 0 0 1 0 
129 144 5 5 0 0 1 0 
129 146 5 5 0 0 1 0 
131 133 5 5 0 0 1 0 
131 136 5 5 0 0 1 0 
131 138 5 5 0 0 1 0 
131 140 5 5 0 0 1 0 
131 142 5 5 0 0 1 0 
131 144 5 5 0 0 1 0 
131 146 5 5 0 0 1 0 
133 136 5 5 0 0 1 0 
133 138 5 5 0 0 1 0 
133 140 5 5 0 0 1 0 
133 142 5 5 0 0 1 0 
133 144 5 5 0 0 1 0 
133 146 5 5 0 0 1 0 
136 138 5 5 0 0 1 0 
136 140 5 5 0 0 1 0 
136 142 5 5 0 0 1 0 
136 144 5 5 0 0 1 0 
136 146 5 5 0 0 1 0 
138 140 5 5 0 0 1 0 
138 142 5 5 0 0 1 0 
138 144 5 5 0 0 1 0 
138 146 5 5 0 0 1 0 
140 142 5 5 0 0 1 0 
140 144 5 5 0 0 1 0 
140 146 5 5 0 0 1 0 
142 144 5 5 0 0 1 0 
142 146 5 5 0 0 1 0 
144 146 5 5 0 0 1 0 
101 103 7 7 0 0 1 0 
101 105 7 7 0 0 1 0 
101 107 7 7 0 0 1 0 
101 109 7 7 0 0 1 0 
101 111 7 7 0 0 1 0 
101 113 7 7 0 0 1 0 
101 115 7 7 0 0 1 0 
101 117 7 7 0 0 1 0 
101 119 7 7 0 0 1 0 
101 238 7 7 0 0 1 0 
101 240 7 7 0 0 1 0 
101 242 7 7 0 0 1 0 
101 244 7 7 0 0 1 0 
101 246 7 7 0 0 1 0 
101 248 7 7 0 0 1 0 
101 250 7 7 0 0 1 0 
101 252 7 7 0 0 1 0 
101 254 7 7 0 0 1 0 
103 105 7 7 0 0 1 0 
103 107 7 7 0 0 1 0 
103 109 7 7 0 0 1 0 
103 111 7 7 0 0 1 0 
103 113 7 7 0 0 1 0 
103 115 7 7 0 0 1 0 
103 117 7 7 0 0 1 0 
103 119 7 7 0 0 1 0 
103 238 7 7 0 0 1 0 
103 240 7 7 0 0 1 0 
103 242 7 7 0 0 1 0 
103 244 7 7 0 0 1 0 
103 246 7 7 0 0 1 0 
103 248 7 7 0 0 1 0 
103 250 7 7 0 0 1 0 
103 252 7 7 0 0 1 0 
103 254 7 7 0 0 1 0 
105 107 7 7 0 0 1 0 
